전공영역1,전공영역2,구분,학수번호-분반,교과목명,교수,시간,학점,담은 인원,정원,비고
의과대학,의예과,전공핵심,CHY2002-41,유기화학1,윤승수,월13:30-14:45【330126】수12:00-13:15【330126】,3,86,0,온-오프[오프라인+강의저장]
의과대학,의예과,전공핵심,CHY2002-42,유기화학1,윤재숙,월13:30-14:45【330118】수12:00-13:15【330118】,3,42,0,오프라인
의과대학,의예과,전공핵심,CHY2002-43,유기화학1,배한용,화13:30-14:45【330126】목12:00-13:15【330126】,3,84,0,온-오프[오프라인+강의저장]
의과대학,의예과,전공일반,MED2034-41,인문과나,김석주,수13:00-13:50【711112】수14:00-14:50【711112】,2,45,0,오프라인
의과대학,의예과,전공핵심,MED2038-41,인체유전학기본,권일민,목14:00-14:50【711112】목15:00-15:50【711112】,2,45,0,오프라인
의과대학,의예과,전공,MED2039-41,분자세포생물학,백관혁,화09:00-10:15【711112】화10:30-11:45【711112】,3,45,0,오프라인
의과대학,의예과,전공일반,MED2036-41,인문과사회,박재현,수15:00-15:50【711112】수16:00-16:50【711112】,2,41,0,오프라인
의과대학,의학과,전공일반,MED3062-41,감염체의이해,신동우,화09:00-09:50【711127】화10:00-10:50【711127】화11:00-11:50【711127】목13:00-13:50【711127】목14:00-14:50【711127】,5,23,0,오프라인
의과대학,의학과,전공일반,MED3064-41,약리의이해,이연종,화13:00-13:50【711127】화14:00-14:50【711127】목09:00-09:50【711127】목10:00-10:50【711127】,4,24,0,오프라인
의과대학,의학과,전공일반,MED3065-41,의학통계,신명희,월16:30-17:45【711127】수15:00-16:15【711127】,3,20,0,오프라인
의과대학,의학과,전공일반,MED3066-41,인체방어기전,김태진,월09:00-10:15【711127】월10:30-11:45【711127】,3,23,0,오프라인
의과대학,의학과,전공일반,MED3067-41,질병의병리기전,장기택,금09:00-10:15【711127】금10:30-11:45【711127】,3,23,0,오프라인
의과대학,의학과,전공일반,MED3095-41,필수학생연구2,,미지정,2,1,0,
의과대학,의학과,전공일반,MED3096-41,내과학실습,이준혁,월08:00-08:50【미지정】월09:00-09:50【미지정】월10:00-10:50【미지정】월11:00-11:50【미지정】월12:00-12:50【미지정】월13:00-13:50【미지정】화08:00-08:50【미지정】화09:00-09:50【미지정】화10:00-10:50【미지정】화11:00-11:50【미지정】,15,2,0,오프라인
의과대학,의학과,전공일반,MED3099-41,산부인과학실습,이정원,목08:00-08:50【미지정】목09:00-09:50【미지정】목10:00-10:50【미지정】목11:00-11:50【미지정】목18:00-18:50【미지정】목19:00-19:50【미지정】목20:00-20:50【미지정】목21:00-21:45【미지정】,4,1,0,오프라인
의과대학,의학과,전공일반,MED3100-41,소아청소년과학실습,안강모,월08:00-08:50【미지정】월09:00-09:50【미지정】월10:00-10:50【미지정】월11:00-11:50【미지정】월18:00-18:50【미지정】월19:00-19:50【미지정】월20:00-20:50【미지정】월21:00-21:45【미지정】,4,0,0,오프라인
의과대학,의학과,전공일반,MED3101-41,신경과학실습,서대원,수08:00-08:50【미지정】수09:00-09:50【미지정】수10:00-10:50【미지정】수11:00-11:50【미지정】수18:00-18:50【미지정】수19:00-19:50【미지정】수20:00-20:50【미지정】수21:00-21:45【미지정】,4,0,0,오프라인
의과대학,의학과,전공일반,MED3103-41,외과학실습1,김지수,수08:00-08:50【미지정】수09:00-09:50【미지정】수10:00-10:50【미지정】수11:00-11:50【미지정】수18:00-18:50【미지정】수19:00-19:50【미지정】수20:00-20:50【미지정】수21:00-21:45【미지정】,4,1,0,오프라인
의과대학,의학과,전공일반,MED3104-41,정신건강의학과학실습,홍진표,화08:00-08:50【미지정】화09:00-09:50【미지정】화10:00-10:50【미지정】화11:00-11:50【미지정】화18:00-18:50【미지정】화19:00-19:50【미지정】화20:00-20:50【미지정】화21:00-21:45【미지정】,4,0,0,오프라인
의과대학,의학과,전공일반,MED3107-41,영상의학실습,한부경,금13:00-13:50【미지정】금14:00-14:50【미지정】금15:00-15:50【미지정】금16:00-16:50【미지정】,2,2,0,오프라인
의과대학,의학과,전공일반,MED3108-41,페이션트익스피리언스1,전경만,화09:00-09:50【미지정】화10:00-10:50【미지정】,1,0,0,오프라인
의과대학,의학과,전공일반,MED3115-41,가정의학실습,송윤미,월16:00-16:50【미지정】월17:00-17:50【미지정】월18:00-18:50【미지정】월19:00-19:50【미지정】,2,0,0,오프라인
의과대학,의학과,전공일반,MED3120-41,외과학실습2,김지수,화16:00-16:50【미지정】화17:00-17:50【미지정】화18:00-18:50【미지정】화19:00-19:50【미지정】,2,0,0,오프라인
의과대학,의학과,전공일반,MED3121-41,응급의학실습,심민섭,수16:00-16:50【미지정】수17:00-17:50【미지정】수18:00-18:50【미지정】수19:00-19:50【미지정】,2,0,0,오프라인
의과대학,의학과,전공일반,MED3130-41,페이션트익스피리언스3,문일준,목09:00-09:50【미지정】목10:00-10:50【미지정】,1,0,0,오프라인
의과대학,의학과,전공일반,MED3131-41,ElectiveProgram,신동욱,화08:00-08:50【미지정】화09:00-09:50【미지정】화10:00-10:50【미지정】화11:00-11:50【미지정】화12:00-12:50【미지정】화13:00-13:50【미지정】화14:00-14:50【미지정】화15:00-15:50【미지정】,4,0,0,오프라인
의과대학,의학과,전공일반,MED3132-41,의사의길,박경아,수19:00-19:50【미지정】,1,0,0,온-오프[오프라인+Real Time Streaming]
의과대학,의학과,전공일반,MED3141-41,사회와의사:의료관리,박재현,수20:00-20:50【미지정】,1,0,0,오프라인
의과대학,의학과,전공일반,MED3142-41,사회와의사:환경의학,김종헌,월10:00-10:50【미지정】월11:00-11:50【미지정】,2,0,0,오프라인
의과대학,의학과,전공일반,MED3143-41,지역사회의학,이명순,금09:00-09:50【미지정】금10:00-10:50【미지정】금11:00-11:50【미지정】금12:00-12:50【미지정】,2,0,0,오프라인
의과대학,의학과,전공일반,MED3159-41,임상실습입문,이상훈,수08:00-08:50【미지정】수09:00-09:50【미지정】,1,0,0,오프라인
의과대학,의학과,전공일반,MED3160-41,통합실습,최준영,목08:00-08:50【미지정】목09:00-09:50【미지정】목10:00-10:50【미지정】목11:00-11:50【미지정】,2,0,0,오프라인
의과대학,의학과,전공일반,MED3162-41,임상의학종합평가,이병재,화15:00-15:50【미지정】,1,1,0,오프라인
의과대학,의학과,전공일반,MED3163-41,의학컴퓨팅,정명진,금08:00-08:50【미지정】금09:00-09:50【미지정】,1,2,0,오프라인
의과대학,의학과,전공일반,MED3164-41,의료정보학,차원철,수10:00-10:50【미지정】수11:00-11:50【미지정】,1,0,0,오프라인
의과대학,의학과,전공일반,MED3165-41,심화실습,정철원,화08:00-08:50【미지정】화09:00-09:50【미지정】화10:00-10:50【미지정】화11:00-11:50【미지정】화12:00-12:50【미지정】화13:00-13:50【미지정】화14:00-14:50【미지정】화15:00-15:50【미지정】화16:00-16:50【미지정】화17:00-17:50【미지정】,6,0,0,오프라인
의과대학,의학과,전공일반,MED3166-41,선택실습1(안과학),함돈일,목08:00-08:50【미지정】목09:00-09:50【미지정】목10:00-10:50【미지정】목11:00-11:50【미지정】,2,1,0,오프라인
의과대학,의학과,전공일반,MED3167-41,선택실습1(이비인후과학),정한신,수08:00-08:50【미지정】수09:00-09:50【미지정】수10:00-10:50【미지정】수11:00-11:50【미지정】,2,0,0,오프라인
의과대학,의학과,전공일반,MED3168-41,선택실습2(내과학.피부과학),이준혁,화14:00-14:50【미지정】화15:00-15:50【미지정】화16:00-16:50【미지정】화17:00-17:50【미지정】화18:00-18:50【미지정】화19:00-19:50【미지정】화20:00-20:50【미지정】화21:00-21:45【미지정】,4,0,0,오프라인
의과대학,의학과,전공일반,MED3169-41,"선택실습2(마취통증의학,재활의학)",심우석,월13:00-13:50【미지정】월14:00-14:50【미지정】월15:00-15:50【미지정】월16:00-16:50【미지정】월17:00-17:50【미지정】월18:00-18:50【미지정】월19:00-19:50【미지정】월20:00-20:50【미지정】,4,1,0,오프라인
의과대학,의학과,전공일반,MED3170-41,"선택실습3(정형외과학,흉부외과학)",문영완,금13:00-13:50【미지정】금14:00-14:50【미지정】금15:00-15:50【미지정】금16:00-16:50【미지정】금17:00-17:50【미지정】금18:00-18:50【미지정】금19:00-19:50【미지정】금20:00-20:50【미지정】,4,0,0,오프라인
의과대학,의학과,전공일반,MED3171-41,"선택실습3(성형외과학,비뇨의학,신경외과학)",문구현,화13:00-13:50【미지정】화14:00-14:50【미지정】화15:00-15:50【미지정】화16:00-16:50【미지정】화17:00-17:50【미지정】화18:00-18:50【미지정】화19:00-19:50【미지정】화20:00-20:50【미지정】,4,1,0,오프라인
의과대학,의학과,전공,MED3174-41,신경과학,정성권,수09:00-09:50【711127】수10:00-10:50【711127】,2,22,0,오프라인
의과대학,의학과,전공,MED3175-41,신경계구조,오창석,수11:00-11:50【711123】수12:00-12:50【711123】,2,22,0,오프라인
의과대학,의학과,전공일반,MED3145-41,기초시기역량평가,박재현,화18:00-18:50【711108】,1,15,0,오프라인
의과대학,의학과,전공일반,MED3085-41,환자와의사2,전경만,화14:00-14:50【711125】화15:00-15:50【711125】,1,7,0,오프라인
의과대학,의학과,전공일반,MED3149-41,"핵심과정2(내분비학,소화기학,혈액종양학)",곽금연,화08:00-08:50【711125】화09:00-09:50【711125】화10:00-10:50【711125】화11:00-11:50【711125】화12:00-12:50【711125】화13:00-13:50【711125】수08:00-08:50【711125】수09:00-09:50【711125】수10:00-10:50,12,8,0,
의과대학,의학과,전공일반,MED3150-41,"핵심과정3(신경계학,감각기학,정신과학)",정유숙,목08:00-08:50【711125】목09:00-09:50【711125】목10:00-10:50【711125】목11:00-11:50【711125】목12:00-12:50【711125】목14:00-14:50【711125】목15:00-15:50【711125】목16:00-16:50【711125】목17:00-17:50,9,7,0,
의과대학,의학과,전공일반,MED3154-41,필수학생연구1,정명진,월15:00-15:50【711125】월16:00-16:50【711125】,2,8,0,
의과대학,의학과,전공일반,MED3157-41,의료윤리2,김형진,목15:00-15:50【711123】,1,0,0,
자연과학대학,물리학과,전공핵심,EEE2011-41,회로이론1,홍병유,화10:30-11:45【22410】목09:00-10:15【22410】,3,55,0,"오프라인, ABEEK, 전자전기공학부 2학년 반제"
자연과학대학,물리학과,전공핵심,EEE2011-42,회로이론1,홍광석,화10:30-11:45【22310】목09:00-10:15【22310】,3,60,0,"온-오프[오프라인+강의저장], ABEEK, 전자전기공학부 2학년 반제"
자연과학대학,물리학과,전공핵심,EEE2011-43,회로이론1,이명현,화10:30-11:45【27532】목09:00-10:15【27532】,3,58,0,"오프라인, ABEEK, 전자전기공학부 2학년 반제"
자연과학대학,물리학과,전공핵심,EEE2011-44,회로이론1,이병국,화10:30-11:45【22409】목09:00-10:15【22409】,3,58,0,"오프라인, ABEEK, 전자전기공학부 2학년 반제"
자연과학대학,물리학과,전공핵심,EEE2011-45,회로이론1,손동희,화10:30-11:45【400102】목09:00-10:15【400102】,3,77,0,"오프라인, ABEEK, 전자전기공학부 2학년 비반제_반제대상자 수강불가"
자연과학대학,물리학과,전공핵심,EEE2011-46,회로이론1,마난무함마드,금12:00-13:15【22319】금13:30-14:45【22319】,3,81,0,"강의저장수업 + 국제어, 오프라인, ABEEK, 전자전기공학부 2학년 비반제_반제대상자 수강불가"
자연과학대학,물리학과,전공핵심,EEE2012-41,회로이론2,홍병유,화15:00-16:15【22410】목16:30-17:45【22410】,3,19,0,"오프라인, ABEEK"
자연과학대학,물리학과,전공핵심,PHY2001-41,일반역학1,한정훈,월09:00-10:15【31214】수10:30-11:45【31214】,3,43,0,"온-오프[오프라인+강의저장,Real Time Streaming]"
자연과학대학,물리학과,전공핵심,PHY2002-41,일반역학1연습,한정훈,목13:00-13:50【51306】목14:00-14:50【51306】,1,21,0,"온-오프[오프라인+강의저장,Real Time Streaming]"
자연과학대학,물리학과,실험실습,PHY2004-41,기초물리학실험1,정동근,토09:00-09:50【32352】토10:00-10:50【32352】토11:00-11:50【32352】토12:00-12:50【32352】,2,9,0,"오프라인, [실험.실습] 수강철회불가/ 실제 수업시간은 첫째주(오리엔테이션)에 조정"
자연과학대학,물리학과,전공핵심,PHY2006-41,수리물리학1,최기영,월12:00-13:15【31214】수13:30-14:45【31214】,3,39,0,오프라인
자연과학대학,물리학과,전공핵심,PHY2012-41,전자기학2,황정식,화15:00-16:15【31214】목16:30-17:45【31214】,3,42,0,오프라인
자연과학대학,물리학과,전공핵심,PHY2014-41,양자역학1,김윤배,금09:00-10:15【31214】금10:30-11:45【31214】,3,31,0,오프라인
자연과학대학,물리학과,전공핵심,PHY2015-41,양자역학1연습,김윤배,화13:00-13:50【51306】화14:00-14:50【51306】,1,18,0,오프라인
자연과학대학,물리학과,실험실습,PHY2016-41,전자물리학실험1,강원남,토13:00-13:50【31352】토14:00-14:50【31352】토15:00-15:50【31352】토16:00-16:50【31352】,2,21,0,"오프라인, [실험.실습] 수강철회불가/ 실제 수업시간은 첫째주(오리엔테이션)에 조정"
자연과학대학,물리학과,전공핵심,PHY2025-41,데이터물리학,유제중,월16:30-17:45【51152】수15:00-16:15【51152】,3,39,0,오프라인
자연과학대학,물리학과,실험실습,PHY3007-41,고급물리학실험1,최광용,토17:00-17:50【31214】토18:00-18:50【31214】토19:00-19:50【31214】토20:00-20:50【31214】,2,8,0,"오프라인, [실험.실습] 수강철회불가/ 실제 수업시간은 첫째주(오리엔테이션)에 조정"
자연과학대학,물리학과,전공일반,PHY3025-41,천체물리학,이명재,화13:30-14:45【31214】목12:00-13:15【31214】,3,12,0,오프라인
자연과학대학,물리학과,전공일반,PHY3030-41,졸업논문연구,황정식,미지정,2,2,0,"온-오프[오프라인+강의저장], 2023학년도 1학기에 졸업논문 제출과 포스터발표 가능한 학생 수강신청"
자연과학대학,물리학과,전공일반,PHY3031-41,열및통계물리2,박성하,금15:00-16:15【31214】금16:30-17:45【31214】,3,24,0,"국제어수업, 오프라인"
자연과학대학,물리학과,전공일반,PHY3033-41,생물물리,유제중,월13:30-14:45【31214】수12:00-13:15【31214】,3,12,0,오프라인
자연과학대학,물리학과,전공일반,PHY3035-41,현대물리학,안종열,월10:30-11:45【31214】수09:00-10:15【31214】,3,25,0,오프라인
자연과학대학,물리학과,전공일반,PHY3038-41,반도체물리및응용,차승남,화16:30-17:45【31214】목15:00-16:15【31214】,3,31,0,오프라인
자연과학대학,물리학과,전공(대학원),PHY4011-41,물리세미나1,이명재,수17:00-17:50【31214】,1,5,0,"오프라인, 실제 수업 시작시간 수요일 16:30"
자연과학대학,물리학과,전공(대학원),PHY4022-41,고체물리2,박두선,화10:30-11:45【31214】목09:00-10:15【31214】,3,8,0,오프라인
자연과학대학,물리학과,전공(대학원),PHY4025-41,응집물리학1,최한용,목15:00-16:15【31355】목16:30-17:45【31355】,3,6,0,오프라인
자연과학대학,물리학과,전공(대학원),PHY7001-41,고전역학,황정식,목09:00-10:15【31355】목10:30-11:45【31355】,3,8,0,"국제어수업, 오프라인"
자연과학대학,물리학과,전공(대학원),PHY7003-41,대학원전자기학1,김범규,화13:30-14:45【31355】목12:00-13:15【31355】,3,12,0,"국제어수업, 온-오프[오프라인+강의저장]"
자연과학대학,물리학과,전공핵심,MTH2007-41,미분방정식,윤석배,화10:30-11:45【31316】목09:00-10:15【31316】,3,76,0,오프라인
자연과학대학,물리학과,전공(대학원),TRP7005-51,팀연구종합설계1,박은일,미지정,3,1,0,
자연과학대학,화학과,전공핵심,CHY2001-41,물리화학1,이진용,월16:30-17:45【330126】수15:00-16:15【330126】,3,101,0,오프라인
자연과학대학,화학과,전공일반,ENA3032-41,나노융합미래기술,김용호,월15:00-16:15【83140】수16:30-17:45【83140】,3,14,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
자연과학대학,화학과,전공핵심/전공일반,IBT3054-41,바이오의약면역학,배외식,월15:00-16:15【62355】수16:30-17:45【62355】,3,62,0,"오프라인, 생명과학과:전공TO/타과:비전공TO,양시영/배외식공동강의,영역구분학과확인"
자연과학대학,화학과,전공(대학원),IBT4017-41,유전자교정기술,김희권,화15:00-16:15【62355】목16:30-17:45【62355】,3,22,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 혁신수업-플립러닝"
자연과학대학,화학과,전공일반,BIO3019-41,생물분자구조학,이상호,월10:30-11:45【31213】수09:00-10:15【31213】,3,67,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
자연과학대학,화학과,전공(대학원),CHY4015-41,단백질의약화학,이원화,월12:00-13:15【330226】월13:30-14:45【330226】,3,11,0,"국제어수업, 오프라인"
자연과학대학,화학과,전공일반,CHY3025-41,고분자화학,고두현,화12:00-13:15【330126】목13:30-14:45【330126】,3,28,0,오프라인
자연과학대학,화학과,전공핵심,CHY2002-41,유기화학1,윤승수,월13:30-14:45【330126】수12:00-13:15【330126】,3,86,0,온-오프[오프라인+강의저장]
자연과학대학,화학과,전공핵심,CHY2002-42,유기화학1,윤재숙,월13:30-14:45【330118】수12:00-13:15【330118】,3,42,0,오프라인
자연과학대학,화학과,전공핵심,CHY2002-43,유기화학1,배한용,화13:30-14:45【330126】목12:00-13:15【330126】,3,84,0,온-오프[오프라인+강의저장]
자연과학대학,화학과,전공핵심,PHY2001-41,일반역학1,한정훈,월09:00-10:15【31214】수10:30-11:45【31214】,3,43,0,"온-오프[오프라인+강의저장,Real Time Streaming]"
자연과학대학,화학과,전공핵심,PHY2014-41,양자역학1,김윤배,금09:00-10:15【31214】금10:30-11:45【31214】,3,31,0,오프라인
자연과학대학,화학과,전공핵심,CHY2003-41,무기화학1,정덕영,화10:30-11:45【330126】목09:00-10:15【330126】,3,69,0,오프라인
자연과학대학,화학과,전공핵심,CHY2004-41,분석화학1,박성호,월10:30-11:45【330126】수09:00-10:15【330126】,3,103,0,오프라인
자연과학대학,화학과,전공핵심,CHY2009-41,물리화학3,팽기욱,월12:00-13:15【330126】수13:30-14:45【330126】,3,60,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 혁신수업(문제해결형)"
자연과학대학,화학과,전공핵심,CHY2010-41,유기화학3,류도현,화10:30-11:45【330118】목09:00-10:15【330118】,3,20,0,온-오프[오프라인+강의저장]
자연과학대학,화학과,실험실습,CHY2011-41,물리화학실험1,팽기욱,월18:00-18:50【32254B】월19:00-19:50【32254B】,1,30,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 수강철회 불가"
자연과학대학,화학과,실험실습,CHY2011-42,물리화학실험1,팽기욱,화18:00-18:50【32254B】화19:00-19:50【32254B】,1,29,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 수강철회 불가"
자연과학대학,화학과,실험실습,CHY2011-43,물리화학실험1,팽기욱,수18:00-18:50【32254B】수19:00-19:50【32254B】,1,29,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 수강철회 불가"
자연과학대학,화학과,실험실습,CHY2012-41,유기화학실험1,배한용,월18:00-18:50【330231】월19:00-19:50【330231】,1,21,0,"오프라인, 수강철회 불가"
자연과학대학,화학과,실험실습,CHY2012-42,유기화학실험1,배한용,화18:00-18:50【330231】화19:00-19:50【330231】,1,26,0,"오프라인, 수강철회 불가"
자연과학대학,화학과,실험실습,CHY2012-43,유기화학실험1,신광민,수18:00-18:50【330231】수19:00-19:50【330231】,1,23,0,"오프라인, 수강철회 불가"
자연과학대학,화학과,실험실습,CHY2012-44,유기화학실험1,신광민,목18:00-18:50【330231】목19:00-19:50【330231】,1,21,0,"오프라인, 수강철회 불가"
자연과학대학,화학과,실험실습,CHY2013-41,무기화학실험1,고두현,월18:00-18:50【330225】월19:00-19:50【330225】,1,18,0,"오프라인, 수강철회 불가"
자연과학대학,화학과,실험실습,CHY2013-42,무기화학실험1,고두현,화18:00-18:50【330225】화19:00-19:50【330225】,1,16,0,"오프라인, 수강철회 불가"
자연과학대학,화학과,실험실습,CHY2013-43,무기화학실험1,고두현,목18:00-18:50【330225】목19:00-19:50【330225】,1,17,0,"오프라인, 수강철회 불가"
자연과학대학,화학과,전공일반,CHY3005-41,분광학,김성규,화15:00-16:15【330126】목16:30-17:45【330126】,3,13,0,"강의저장수업, 오프라인"
자연과학대학,화학과,전공일반,CHY3010-41,생물화학1,김양균,화16:30-17:45【330126】목15:00-16:15【330126】,3,53,0,오프라인
자연과학대학,화학과,전공일반,CHY3013-41,기초유기금속화학,손성욱,월15:00-16:15【330126】수16:30-17:45【330126】,3,55,0,오프라인
자연과학대학,화학과,전공일반,CHY3020-41,졸업논문연구1,김영독,미지정,2,23,0,오프라인
자연과학대학,화학과,전공일반,CHY3022-41,기기분석1,윤완수,화13:30-14:45【330118】목12:00-13:15【330118】,3,10,0,오프라인
자연과학대학,화학과,전공일반,CHY3026-41,생체분자화학,이원화,월16:30-17:45【330118】수15:00-16:15【330118】,3,8,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
자연과학대학,화학과,실험실습,CHY3027-41,생물화학실험,이원화,수18:00-18:50【330219】수19:00-19:50【330219】,1,13,0,"오프라인, 수강철회 불가"
자연과학대학,화학과,전공일반,CHY3034-41,화학개별연구1,김영독,미지정,2,1,0,오프라인
자연과학대학,화학과,전공일반,CHY3036-41,화학개별연구3,김영독,미지정,2,0,0,오프라인
자연과학대학,화학과,전공일반,CHY3038-41,에너지소재화학,김지만,화16:30-17:45【330118】목15:00-16:15【330118】,3,35,0,오프라인
자연과학대학,화학과,전공일반,CHY3040-41,재료화학1,고두현,화09:00-10:15【330126】목10:30-11:45【330126】,3,37,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
자연과학대학,화학과,전공(대학원),CHY4001-41,고급물리화학1,이진용,수09:00-10:15【330226】수10:30-11:45【330226】,3,20,0,"국제어수업, 오프라인"
자연과학대학,화학과,전공(대학원),CHY4002-41,고급유기화학1,윤재숙,수15:00-16:15【330226】수16:30-17:45【330226】,3,13,0,"국제어수업, 오프라인"
자연과학대학,화학과,전공(대학원),CHY4005-41,화학현장실습1,김영독,미지정,1,0,0,오프라인
자연과학대학,화학과,전공(대학원),CHY4006-41,화학현장실습2,김영독,미지정,2,0,0,오프라인
자연과학대학,화학과,전공(대학원),CHY4007-41,화학현장실습3,김영독,미지정,3,0,0,오프라인
자연과학대학,화학과,전공(대학원),CHY4008-41,화학현장실습4,김영독,미지정,4,0,0,오프라인
자연과학대학,화학과,전공핵심/전공일반,PHR2036-41,바이오분자화학,강혜진,화13:30-14:45【32255】목12:00-13:15【32255】,3,69,0,"오프라인, 약학과 수강 신청 불가/약학과는 ""약품생화학1"" 수강"
자연과학대학,화학과,전공핵심,MTH2007-41,미분방정식,윤석배,화10:30-11:45【31316】목09:00-10:15【31316】,3,76,0,오프라인
자연과학대학,화학과,실험실습,CHY2011-44,물리화학실험1,팽기욱,목18:00-18:50【32254B】목19:00-19:50【32254B】,1,23,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 수강철회 불가"
자연과학대학,화학과,전공(대학원),TRP7005-51,팀연구종합설계1,박은일,미지정,3,1,0,
정보통신대학,전자전기컴퓨터공학전공,전공핵심,SWE2015-01,자료구조개론,이승필,금15:00-16:15【31507】금16:30-17:45【31507】,3,42,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 컴교,SW학과 수강제한"
정보통신대학,전자전기컴퓨터공학전공,전공핵심,SWE2015-41,자료구조개론,염익준,월09:00-10:15【23217】수10:30-11:45【23217】,3,126,0,"강의저장수업, 온라인[사전제작], ABEEK, 인공지능융합전공(원전공기준) 수강 불허"
정보통신대학,전자전기컴퓨터공학전공,전공핵심,SWE2015-42,자료구조개론,나브라티색서나,수09:00-10:15【미지정】수10:30-11:45【미지정】,3,81,0,"국제어수업, 온라인[사전제작], ABEEK, 인공지능융합전공(원전공기준) 수강 불허"
정보통신대학,전자전기컴퓨터공학전공,전공일반,ERC2007-41,공학수치해석,자비단,화13:30-14:45【26305】목12:00-13:15【26305】,3,64,0,"국제어수업, 오프라인, ABEEK"
정보통신대학,전자전기컴퓨터공학전공,전공일반,ERC2007-42,공학수치해석,변도영,월10:30-11:45【22306】수09:00-10:15【22306】,3,41,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK"
정보통신대학,전자전기컴퓨터공학전공,전공일반,ERC2008-41,기술경영개론,조근태,금15:00-16:15【26421】금16:30-17:45【26421】,3,79,0,"오프라인, ABEEK"
정보통신대학,전자전기컴퓨터공학전공,전공일반,ERC2008-42,기술경영개론,조근태,목18:00-19:15【26513】목19:30-20:45【26513】,3,77,0,"온라인[사전제작], ABEEK"
정보통신대학,전자전기컴퓨터공학전공,전공일반,ICE2003-41,확률및랜덤프로세스,이제민,월10:30-11:45【22211】수09:00-10:15【22211】,3,81,0,"오프라인, ABEEK"
정보통신대학,전자전기컴퓨터공학전공,전공일반,ICE2003-42,확률및랜덤프로세스,이준호,화12:00-13:15【22409】목13:30-14:45【22409】,3,76,0,"오프라인, ABEEK"
정보통신대학,전자전기컴퓨터공학전공,전공핵심/전공일반,EEE2013-41,전자회로1,원상민,월09:00-10:15【22211】수10:30-11:45【22211】,3,42,0,"온-오프[오프라인+강의저장], ABEEK, 전자전기공학부 3학년 반제"
정보통신대학,전자전기컴퓨터공학전공,전공핵심/전공일반,EEE2013-42,전자회로1,채종서,월09:00-10:15【22409】수10:30-11:45【22409】,3,39,0,"오프라인, ABEEK, 전자전기공학부 3학년 반제"
정보통신대학,전자전기컴퓨터공학전공,전공핵심/전공일반,EEE2013-43,전자회로1,서문교,월09:00-10:15【26310】수10:30-11:45【26310】,3,46,0,"국제어수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK, 전자전기공학부 3학년 반제 (국제어수업)"
정보통신대학,전자전기컴퓨터공학전공,전공핵심/전공일반,EEE2013-44,전자회로1,이강윤,월09:00-10:15【330110】수10:30-11:45【330110】,3,48,0,"온-오프[오프라인+Real Time Streaming], ABEEK, 전자전기공학부 3학년 반제"
정보통신대학,전자전기컴퓨터공학전공,전공핵심/전공일반,EEE2013-45,전자회로1,원상민,월10:30-11:45【21502】수09:00-10:15【21502】,3,72,0,"온라인[사전제작], ABEEK, 전자전기공학부 3학년 비반제_반제대상자 수강불가"
정보통신대학,전자전기컴퓨터공학전공,전공일반,EEE3006-41,광학기초,송장근,월12:00-13:15【21514】수13:30-14:45【21514】,3,65,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK"
정보통신대학,전자전기컴퓨터공학전공,전공일반,EEE3006-42,광학기초,박형원,월13:30-14:45【21514】수12:00-13:15【21514】,3,55,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK"
정보통신대학,전자전기컴퓨터공학전공,전공일반,EEE3006-43,광학기초,송봉식,화13:30-14:45【22211】목12:00-13:15【22211】,3,47,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK"
정보통신대학,전자전기컴퓨터공학전공,전공일반,EEE3009-41,디스플레이공학,이준신,화09:00-10:15【22110】목10:30-11:45【22110】,3,14,0,"국제어수업, 오프라인, ABEEK"
정보통신대학,전자전기컴퓨터공학전공,전공(대학원),ECE4249-41,컴퓨터비전,이준호,수12:00-13:15【21534】수13:30-14:45【21534】,3,24,0,오프라인
정보통신대학,전자전기컴퓨터공학전공,전공일반,ICE3001-41,마이크로프로세서,전재욱,월16:30-17:45【400118】수15:00-16:15【400202】,3,65,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK, 반도체시스템공학과+전자전기공학부"
